net,length_um
_3265_,3.1
_3285_,3.1
_3301_,3.1
_3341_,3.1
_3404_,3.1
_3425_,3.1
_1275_,3.08
_3038_,3.08
_3147_,3.08
net555,3.08
net577,3.08
net689,3.08
net706,3.08
net769,3.08
net820,3.08
net827,3.08
net1046,3.08
net1099,3.08
net1171,3.08
_0198_,3.045
_0246_,3.045
_0657_,3.005
_0663_,3.005
net140,3.005
net132,3.005
net125,3.005
net124,3.005
net117,3.005
_0904_,2.98
_2432_,2.98
net862,2.98
_1367_,2.96
_1554_,2.96
_1689_,2.96
_1712_,2.96
_1962_,2.96
_2986_,2.96
_3254_,2.96
_3306_,2.96
_3366_,2.96
_3375_,2.96
net376,2.96
net1016,2.96
_0173_,2.945
_0748_,2.885
_0758_,2.885
_1060_,2.885
_0809_,2.88
_0644_,2.86
_1122_,2.86
_1783_,2.86
_1992_,2.85
net1041,2.84
net1173,2.84
_0152_,2.785
_0477_,2.785
_0638_,2.785
_0850_,2.785
_0907_,2.785
_0286_,2.765
_1082_,2.765
net181,2.76
_1885_,2.76
_2019_,2.76
_2156_,2.76
_2355_,2.76
_2660_,2.76
_2674_,2.76
_2735_,2.76
_2841_,2.76
_3132_,2.76
_3141_,2.76
_3207_,2.76
_3219_,2.76
_3257_,2.76
_3299_,2.76
_3302_,2.76
net796,2.76
net860,2.76
_0359_,2.715
_0360_,2.715
_2194_,2.64
_2292_,2.64
net268,2.64
net389,2.64
net427,2.64
net882,2.64
net935,2.64
net1038,2.64
net184,2.62
net188,2.62
net197,2.62
net150,2.62
net156,2.62
net161,2.62
net175,2.62
net146,2.62
_1385_,2.62
_2522_,2.62
_2937_,2.62
_3068_,2.62
_3133_,2.62
_3157_,2.62
_3202_,2.62
_3214_,2.62
net231,2.62
net288,2.62
net344,2.62
net363,2.62
net409,2.62
net488,2.62
net640,2.62
net692,2.62
net728,2.62
net781,2.62
net821,2.62
net957,2.62
net985,2.62
net1029,2.62
net1079,2.62
net1088,2.62
_0374_,2.585
_0656_,2.585
_0155_,2.545
_0192_,2.545
_0242_,2.545
_0584_,2.545
_0606_,2.545
_0659_,2.545
_0937_,2.545
net137,2.545
net116,2.545
_1034_,2.545
_1050_,2.545
_1070_,2.545
_1132_,2.545
_0637_,2.54
net185,2.5
_1875_,2.5
_1915_,2.5
_2202_,2.5
_3278_,2.5
net279,2.5
net514,2.5
net768,2.5
net802,2.5
net811,2.5
_0177_,2.485
_0195_,2.485
_0390_,2.485
_1146_,2.425
_0624_,2.42
_0769_,2.42
_0913_,2.42
_3330_,2.38
_1101_,2.375
net684,2.36
net1024,2.34
_0264_,2.325
net154,2.3
net177,2.3
net270,2.3
net331,2.3
net382,2.3
net403,2.3
net411,2.3
net467,2.3
net477,2.3
net597,2.3
net632,2.3
net688,2.3
net760,2.3
net766,2.3
net824,2.3
net848,2.3
net855,2.3
net870,2.3
net873,2.3
net884,2.3
net897,2.3
net973,2.3
net993,2.3
net1026,2.3
net1054,2.3
net1066,2.3
net1119,2.28
net1125,2.28
net1139,2.28
net1147,2.28
net1155,2.28
net144,2.2
net129,2.2
net189,2.16
net204,2.16
net170,2.16
_1296_,2.16
_1941_,2.16
_2447_,2.16
_2908_,2.16
_2948_,2.16
_2988_,2.16
_3012_,2.16
_3178_,2.16
_3288_,2.16
_3365_,2.16
net232,2.16
net292,2.16
net442,2.16
net508,2.16
net667,2.16
net735,2.16
net819,2.16
net866,2.16
net891,2.16
net909,2.16
net948,2.16
net989,2.16
net1071,2.16
_0493_,2.125
_0647_,2.125
_0206_,2.085
_0213_,2.085
_0229_,2.085
_0623_,2.085
_0782_,2.085
_0616_,2.08
net143,2.08
_2184_,2.065
_2049_,2.06
_2428_,2.04
_2524_,2.04
_2548_,2.04
net598,2.04
net620,2.04
net691,2.04
_0322_,2.025
_0455_,2.025
_0622_,2.025
net120,2.025
_1975_,1.94
_2011_,1.94
_2393_,1.94
_0859_,1.915
_1700_,1.88
_0205_,1.865
_0266_,1.865
_0339_,1.865
_0745_,1.865
_0775_,1.865
_0816_,1.865
_0901_,1.865
_1135_,1.865
net180,1.84
_1290_,1.84
_1790_,1.84
_1989_,1.84
net703,1.84
net998,1.84
_1248_,1.82
_1289_,1.82
_1579_,1.82
net1157,1.82
_3142_,1.7
net304,1.7
net568,1.7
net719,1.7
net730,1.7
net813,1.7
net900,1.7
net1010,1.7
_3224_,1.6
_0154_,1.575
_1634_,1.48
_0140_,1.405
_0142_,1.405
_0244_,1.405
_0489_,1.405
_0521_,1.405
_0914_,1.405
_1085_,1.405
net183,1.38
net203,1.38
net151,1.38
net182,1.38
_2233_,1.38
_2416_,1.38
_3384_,1.38
net296,1.38
net898,1.38
_2044_,1.36
_2604_,1.26
net199,0.92
net202,0.92
net206,0.92
net207,0.92
net176,0.92
net378,0.92
net438,0.92
net1112,0.92
net587,0.8
net841,0.8
_1317_,0.46
_2026_,0.46
_2336_,0.46
_2387_,0.46
net217,0.46
net226,0.46
net237,0.46
net243,0.46
net245,0.46
net246,0.46
net263,0.46
net276,0.46
net291,0.46
net297,0.46
net312,0.46
net321,0.46
net329,0.46
net333,0.46
net368,0.46
net391,0.46
net412,0.46
net413,0.46
net434,0.46
net437,0.46
net444,0.46
net451,0.46
net457,0.46
net478,0.46
net487,0.46
net516,0.46
net547,0.46
net550,0.46
net602,0.46
net622,0.46
net634,0.46
net638,0.46
net644,0.46
net726,0.46
net812,0.46
net1141,0.46
net1154,0.46
